raw_code,link_count,registry_classification,routing_classification,canonical_code,is_core_alias,canonical_name,parent_code,root_code,wiktionary_section,parent_chain_json,components_json,source_language_counts_json,example_1_source_lang,example_1_source_word,example_1_source_pos,example_1_source_id,example_1_target_word,example_1_target_label,example_1_anchor,example_2_source_lang,example_2_source_word,example_2_source_pos,example_2_source_id,example_2_target_word,example_2_target_label,example_2_anchor,example_3_source_lang,example_3_source_word,example_3_source_pos,example_3_source_id,example_3_target_word,example_3_target_label,example_3_anchor
nsk,6,full_language,,nsk,false,Naskapi,,,,[],[],"{""en"": 4, ""fr"": 2}",fr,naskapi,noun,400849,ᓇᔅᑲᐱ,,,en,Wabush,name,606738,waban,,,en,Naskapi,noun,620668,ᓇᔅᑲᐱ,,
omr,6,full_language,,omr,false,Old Marathi,,,,[],[],"{""en"": 4, ""pl"": 1, ""pt"": 1}",en,mongoose,noun,372533,𑘦𑘳𑘽𑘐𑘳𑘭,,,en,Patil,name,381266,𑘢𑘘𑘺𑘩,,,en,sambar,noun,462572,सांबार,,
one,6,full_language,,one,false,Oneida,,,,[],[],"{""en"": 6}",en,three sisters,noun,75419,áshʌnaɂtekutahnú·tele,,,en,Shenandoah,name,344699,oskanu꞉tú,,,en,Oneida,noun,354120,Onyota'a꞉ka,,
paw,6,full_language,,paw,false,Pawnee,,,,[],[],"{""en"": 6}",en,Atira,name,592454,Atira,,,en,Atira,name,592454,atira,,,en,Atira asteroid,noun,592456,Atira,,
pcm,6,full_language,,pcm,false,Nigerian Pidgin,,,,[],[],"{""en"": 5, ""nl"": 1}",en,japa,verb,478836,japa,,,en,guyman,noun,1034753,guyman,,,en,oyinbo,noun,1091894,oyibo,oyinbo,
phr,6,full_language,,phr,false,Pahari-Potwari,,,,[],[],"{""en"": 6}",en,gora,adj,420442,گورا,,,en,yaara,noun,564890,یارا,,,en,Pahari-Pothwari,name,1319277,پَہاڑی پوٹھْواری,,
pjt,6,full_language,,pjt,false,Pitjantjatjara,,,,[],[],"{""en"": 6}",en,mala,noun,340690,mala,,,en,Uluru,name,439352,Uluṟu,,,en,minga,noun,577593,minga tjuta,,
pml,6,full_language,,pml,false,Sabir,,,,[],[],"{""en"": 6}",en,bona,adj,276672,bona,,,en,bijou,adj,400818,bijou,,,en,vada,verb,424810,vada,,
rmg,6,full_language,,rmg,false,Traveller Norwegian,,,,[],[],"{""en"": 2, ""sv"": 4}",en,shack,noun,243993,hak,,,sv,bärs,noun,12547,bøsjt,,,sv,tji,noun,31625,kji,,
rmo,6,full_language,,rmo,false,Sinte Romani,,,,[],[],"{""en"": 2, ""es"": 2, ""fr"": 2}",fr,romanichel,noun,154992,romani čel,,,es,lumi,noun,108443,lubni,,,es,jiñar,verb,566056,xinel,,
roa-tar,6,full_language,,roa-tar,false,Tarantino,,,,[],[],"{""en"": 1, ""it"": 2, ""ro"": 3}",it,controra,noun,164599,condrora,,,it,cartellata,noun,289061,carteddàte,,,en,tarantula,noun,364745,Tarde,,
sda,6,full_language,,sda,false,Toraja-Sa'dan,,,,[],[],"{""en"": 4, ""id"": 2}",en,Bugis,noun,479247,Bugi',,,id,Bugis,name,13208,Bugi',,,id,bingsu,noun,29531,bingsu,,
shh,6,full_language,,shh,false,Shoshone,,,,[],[],"{""en"": 6}",en,Oregon,name,90992,ogoe,,,en,Nampa,name,447015,nampai,,,en,Tooele,name,482710,tuuwɨɨta,,
shs,6,full_language,,shs,false,Shuswap,,,,[],[],"{""en"": 5, ""fr"": 1}",fr,Kamloops,name,93920,tk'əmlúps,,,en,Kamloops,name,389212,tk'əmlúps,,,en,kokanee,noun,529194,keknécw,kəknǽxʷ,
sml,6,full_language,,sml,false,Central Sama,,,,[],[],"{""en"": 3, ""es"": 3}",es,Zamboanga,name,101129,Samboangan,,,es,Zamboanga,name,101129,sambuwang,,,es,Zamboanga,name,101129,-an,,
snk,6,full_language,,snk,false,Soninke,,,,[],[],"{""en"": 1, ""eo"": 1, ""id"": 3, ""pl"": 1}",en,Ghana,name,157604,gajanŋa,,,pl,Ghana,name,34825,gajanŋa,,,id,Ghana,name,19179,gajanŋa,,
squ,6,full_language,,squ,false,Squamish,,,,[],[],"{""en"": 6}",en,Squamish,noun,431341,Sḵwx̱wú7mesh,,,en,Kitsilano,name,523281,X̱atsʼalanexw,,,en,Sḵwx̱wú7mesh,noun,1048772,Sḵwx̱wú7mesh,,
"stq,fy",6,multiple_languages,,,false,,,,,[],"[{""input"": ""stq"", ""classification"": ""full_language"", ""canonical"": ""stq"", ""name"": ""Saterland Frisian""}, {""input"": ""fy"", ""classification"": ""full_language"", ""canonical"": ""fy"", ""name"": ""West Frisian""}]","{""en"": 6}",en,will,verb,515,wolle,,,en,win,verb,7197,winne,,,en,broad,adj,60546,breed,,
sty,6,full_language,,sty,false,Siberian Tatar,,,,[],[],"{""en"": 6}",en,Kalmuck,adj,756187,ҡалмаҡ,,,en,Calmuck,adj,780040,ҡалмаҡ,,,,,,,,,
tem,6,full_language,,tem,false,Temne,,,,[],[],"{""ca"": 1, ""en"": 4, ""eo"": 1}",en,cola,noun,186692,kola,,,en,kola,noun,393157,kola,,,en,camwood,noun,807215,k'am,,
tow,6,full_language,,tow,false,Jemez,,,,[],[],"{""en"": 6}",en,Jemez,adj,489994,hį́·mį́š,,,en,Hemis,adj,578863,hį́·mį́š,,,en,Hemish,adj,1444760,hį́·mį́š,,
tri,6,full_language,,tri,false,Trió,,,,[],[],"{""en"": 6}",en,manatee,noun,361664,manatï,,,en,curare,noun,484351,urari,,,en,aimara,noun,727848,aimara,,
tub,6,full_language,,tub,false,Tübatulabal,,,,[],[],"{""en"": 6}",en,Tübatulabal,noun,1165744,tɨbatulabal,,,en,Tübatulabal,noun,1165744,tɨbatul,,,,,,,,,
vai,6,full_language,,vai,false,Vai,,,,[],[],"{""en"": 2, ""es"": 1, ""pt"": 3}",es,banana,noun,30648,ꕒꘌꕯ,,,en,banana,noun,140035,ꕒꘌꕯ,,,pt,banana,noun,13861,ꕒꘌꕯ,,
wnw,6,full_language,,wnw,false,Wintu,,,,[],[],"{""en"": 6}",en,Yuki,noun,310800,yu·keh,,,en,Wintun,noun,634974,wintʰu·n,,,en,Wintu,name,923706,wintʰu·h,,
"xno,frm",6,multiple_languages,,,false,,,,,[],"[{""input"": ""xno"", ""name"": ""Anglo-Norman"", ""parent"": ""fro-nor"", ""root"": ""fro"", ""chain"": [""xno"", ""fro-nor"", ""fro""], ""section"": ""Old French"", ""classification"": ""etymology_only"", ""routing_classification"": ""external"", ""canonical"": ""xno""}, {""input"": ""frm"", ""classification"": ""full_language"", ""canonical"": ""frm"", ""name"": ""Middle French""}]","{""en"": 6}",en,brother-german,noun,41503,frere germain,,,en,sister-german,noun,48099,suer germaine,,,en,generality,noun,397935,generalité,,
xno-law,6,etymology_only,external,xno-law,false,Law French,xno,fro,Old French,"[""xno-law"", ""xno"", ""fro-nor"", ""fro""]",[],"{""en"": 5, ""id"": 1}",en,market overt,noun,267253,market overt,,,en,liberate,noun,278373,liberate,,,en,escrow,noun,312334,escroe,escrowe,
yux,6,full_language,,yux,false,Southern Yukaghir,,,,[],[],"{""en"": 6}",en,Yukaghir,noun,809592,йуукэ,,,en,Yukaghir,noun,809592,одул,,,,,,,,,
"an,ast,ext,es",5,multiple_languages,,,false,,,,,[],"[{""input"": ""an"", ""classification"": ""full_language"", ""canonical"": ""an"", ""name"": ""Aragonese""}, {""input"": ""ast"", ""classification"": ""full_language"", ""canonical"": ""ast"", ""name"": ""Asturian""}, {""input"": ""ext"", ""classification"": ""full_language"", ""canonical"": ""ext"", ""name"": ""Extremaduran""}, {""input"": ""es"", ""classification"": ""full_language"", ""canonical"": ""es"", ""name"": ""Spanish""}]","{""fr"": 2, ""it"": 2, ""pt"": 1}",fr,adieu,intj,17830,adiós,,,it,addio,intj,6829,adiós,,,pt,adeus,intj,9220,adiós,,
ard,5,full_language,,ard,false,Arabana,,,,[],[],"{""en"": 5}",en,witchety grub,noun,711132,mako,,,en,witchety grub,noun,711132,witjuti,,,en,witchety grub,noun,711132,mako witjuti,,
"ast,roa-leo",5,multiple_languages,,,false,,,,,[],"[{""input"": ""ast"", ""classification"": ""full_language"", ""canonical"": ""ast"", ""name"": ""Asturian""}, {""input"": ""roa-leo"", ""classification"": ""full_language"", ""canonical"": ""roa-leo"", ""name"": ""Leonese""}]","{""es"": 1, ""pt"": 4}",es,silla,noun,9562,siella,,,pt,preto,adj,3708,prietu,,,pt,relógio,noun,9370,reló,,
ayn,5,full_language,,ayn,false,Yemeni Arabic,,,,[],[],"{""en"": 4, ""id"": 1}",en,marfa,noun,437519,مرفع,,,en,kubaneh,noun,1027305,كبانة,,,en,skhug,noun,1249971,سحوق,,
bew-kot,5,etymology_only,external,bew-kot,false,Betawi Kota,bew,bew,Betawi,"[""bew-kot"", ""bew""]",[],"{""id"": 5}",id,gue,pron,1807,guè,,,id,deh,particle,3647,dèh,,,id,lo,pron,4798,lo,,
blc,5,full_language,,blc,false,Bella Coola,,,,[],[],"{""en"": 5}",en,Nuxalk,noun,619329,nuχalk,,,en,Nuxálk,name,866473,nuχalk,,,en,It7Nuxalkmc,name,1454281,ItNuxalkmc,,
bts,5,full_language,,bts,false,Simalungun Batak,,,,[],[],"{""id"": 5}",id,ber-,prefix,6275,mar-,,,id,Purba,name,11250,Purba,,,id,Sinaga,name,19124,Sinaga,,
"ca,gl",5,multiple_languages,,,false,,,,,[],"[{""input"": ""ca"", ""classification"": ""full_language"", ""canonical"": ""ca"", ""name"": ""Catalan""}, {""input"": ""gl"", ""classification"": ""full_language"", ""canonical"": ""gl"", ""name"": ""Galician""}]","{""fr"": 1, ""pt"": 4}",fr,oreille,noun,12073,orella,,,pt,resposta,noun,2405,resposta,,,pt,abaixar,verb,28343,abaixar,,
cea,5,full_language,,cea,false,Lower Chehalis,,,,[],[],"{""en"": 5}",en,chinook,noun,335598,c̓inúk,,,en,Chinook,name,335599,c̓inúk,,,en,Chehalis,noun,488181,C̓x̣íl̕əš,,
crb,5,full_language,,crb,false,Kalinago,,,,[],[],"{""en"": 2, ""es"": 1, ""nl"": 1, ""ru"": 1}",es,budare,noun,161053,butali,,,en,Garifuna,noun,520550,karifuna,,,nl,Aruba,name,15395,oruba,,
crg,5,full_language,,crg,false,Michif,,,,[],[],"{""en"": 4, ""fr"": 1}",fr,poutine,noun,15317,poutchine,,,en,travois,noun,589621,travawy,,,en,rubaboo,noun,712051,rubaboo,,
"csb,pl",5,multiple_languages,,,false,,,,,[],"[{""input"": ""csb"", ""classification"": ""full_language"", ""canonical"": ""csb"", ""name"": ""Kashubian""}, {""input"": ""pl"", ""classification"": ""full_language"", ""canonical"": ""pl"", ""name"": ""Polish""}]","{""en"": 3, ""uk"": 2}",en,straw,noun,142096,strona,,,uk,-івник,suffix,58594,-ownik,,,,,,,,,
ctz,5,full_language,,ctz,false,Zacatepec Chatino,,,,[],[],"{""en"": 2, ""es"": 3}",es,chatino,adj,201882,chaꞌ tiñan,,,en,Chatino,noun,963560,chaʔ tinyan,,,,,,,,,
cuk,5,full_language,,cuk,false,Kuna,,,,[],[],"{""en"": 3, ""fr"": 1, ""nl"": 1}",fr,chicha,noun,73061,chichab,,,en,guan,noun,355464,kwama,,,en,chicha,noun,465985,chichab,,
"da,fo,is,nb,nn",5,multiple_languages,,,false,,,,,[],"[{""input"": ""da"", ""classification"": ""full_language"", ""canonical"": ""da"", ""name"": ""Danish""}, {""input"": ""fo"", ""classification"": ""full_language"", ""canonical"": ""fo"", ""name"": ""Faroese""}, {""input"": ""is"", ""classification"": ""full_language"", ""canonical"": ""is"", ""name"": ""Icelandic""}, {""input"": ""nb"", ""classification"": ""full_language"", ""canonical"": ""nb"", ""name"": ""Norwegian Bokmål""}, {""input"": ""nn"", ""classification"": ""full_language"", ""canonical"": ""nn"", ""name"": ""Norwegian Nynorsk""}]","{""en"": 5}",en,near,adj,9602,nær,,,,,,,,,,,,,,,,
"da,is,nb,nn",5,multiple_languages,,,false,,,,,[],"[{""input"": ""da"", ""classification"": ""full_language"", ""canonical"": ""da"", ""name"": ""Danish""}, {""input"": ""is"", ""classification"": ""full_language"", ""canonical"": ""is"", ""name"": ""Icelandic""}, {""input"": ""nb"", ""classification"": ""full_language"", ""canonical"": ""nb"", ""name"": ""Norwegian Bokmål""}, {""input"": ""nn"", ""classification"": ""full_language"", ""canonical"": ""nn"", ""name"": ""Norwegian Nynorsk""}]","{""en"": 5}",en,well,adv,1307,vel,,,en,fowl,noun,318805,fugl,,,,,,,,,
"da,nn",5,multiple_languages,,,false,,,,,[],"[{""input"": ""da"", ""classification"": ""full_language"", ""canonical"": ""da"", ""name"": ""Danish""}, {""input"": ""nn"", ""classification"": ""full_language"", ""canonical"": ""nn"", ""name"": ""Norwegian Nynorsk""}]","{""en"": 3, ""sv"": 2}",en,green,noun,14867,grøn,,,en,horse,noun,37824,hors,,,sv,Tor,name,9543,Tor,,
"da,nn,sv",5,multiple_languages,,,false,,,,,[],"[{""input"": ""da"", ""classification"": ""full_language"", ""canonical"": ""da"", ""name"": ""Danish""}, {""input"": ""nn"", ""classification"": ""full_language"", ""canonical"": ""nn"", ""name"": ""Norwegian Nynorsk""}, {""input"": ""sv"", ""classification"": ""full_language"", ""canonical"": ""sv"", ""name"": ""Swedish""}]","{""en"": 5}",en,on,adj,202,å,,,en,Harold,name,135042,Harald,,,,,,,,,
dif,5,full_language,,dif,false,Dieri,,,,[],[],"{""en"": 5}",en,toa,noun,366504,toa,,,en,woma,noun,560834,woma,,,en,perentie,noun,654792,pirrinthi,,
efi,5,full_language,,efi,false,Efik,,,,[],[],"{""en"": 3, ""es"": 2}",es,chévere,adj,61357,chébere,,,en,buckra,noun,649104,mbakara,,,en,bakkra,noun,1152038,mbakara,,
"en,fr,oc",5,multiple_languages,,,false,,,,,[],"[{""input"": ""en"", ""classification"": ""full_language"", ""canonical"": ""en"", ""name"": ""English""}, {""input"": ""fr"", ""classification"": ""full_language"", ""canonical"": ""fr"", ""name"": ""French""}, {""input"": ""oc"", ""classification"": ""full_language"", ""canonical"": ""oc"", ""name"": ""Occitan""}]","{""es"": 2, ""it"": 2, ""pt"": 1}",es,adiós,intj,9563,adieu,,,it,addio,intj,6829,adieu,,,pt,adeus,intj,9220,adieu,,
enm-wmi,5,etymology_only,external,enm-wmi,false,West Midland Middle English,enm,enm,Middle English,"[""enm-wmi"", ""enm""]",[],"{""en"": 5}",en,sword,noun,80426,sword,,,en,mon,noun,164940,mon,,,en,churl,noun,553467,churle,,
es-CU,5,etymology_only,supported,es-CU,false,Cuban Spanish,es,es,Spanish,"[""es-CU"", ""es""]",[],"{""en"": 4, ""es"": 1}",es,cumbia,noun,27711,cumbé,,,en,Cuba libre,noun,346350,cubalibre,,,en,daiquiri,noun,430577,daiquiri,,
fit,5,full_language,,fit,false,Meänkieli,,,,[],[],"{""fi"": 3, ""sv"": 2}",sv,meänkieli,noun,41155,meänkieli,,,sv,Jukkasjärvi,name,54632,järvi,,,fi,meänkieli,noun,76791,meänkieli,,
gaa,5,full_language,,gaa,false,Ga,,,,[],[],"{""da"": 1, ""en"": 2, ""fi"": 1, ""id"": 1}",en,kwashiorkor,noun,576203,kwašiɔkɔ,,,en,shito,noun,604165,shito,,,da,kwashiorkor,noun,28117,kwašiɔkɔ,,
he-IL,5,etymology_only,external,he-IL,false,Israeli Hebrew,he,he,Hebrew,"[""he-IL"", ""he""]",[],"{""en"": 2, ""la"": 1, ""pl"": 1, ""ro"": 1}",en,Tzfat,name,1369237,צְפַת,,,en,Khamas,name,1396055,חַמַאס,,,ro,una-două,adv,640,חת־שתיים,חַת־שְׁתַּיִם,
hts,5,full_language,,hts,false,Hadza,,,,[],[],"{""de"": 2, ""en"": 3}",de,Hatza,noun,334243,person,,,de,Hatsa,noun,334244,person,,,en,Hadza,noun,527366,haza,,
ike,5,full_language,,ike,false,Eastern Canadian Inuktitut,,,,[],[],"{""en"": 5}",en,Hopedale,name,517605,Agvituk,,,en,kabloona,noun,705827,ᖃᓪᓗᓈᖅ,,,en,Makkovik,name,1324939,Maggovik,,
"it, pt, es",5,multiple_languages,,,false,,,,,[],"[{""input"": ""it"", ""classification"": ""full_language"", ""canonical"": ""it"", ""name"": ""Italian""}, {""input"": ""pt"", ""classification"": ""full_language"", ""canonical"": ""pt"", ""name"": ""Portuguese""}, {""input"": ""es"", ""classification"": ""full_language"", ""canonical"": ""es"", ""name"": ""Spanish""}]","{""en"": 5}",en,fine,adj,11332,fino,,,,,,,,,,,,,,,,
"it,es,pt",5,multiple_languages,,,false,,,,,[],"[{""input"": ""it"", ""classification"": ""full_language"", ""canonical"": ""it"", ""name"": ""Italian""}, {""input"": ""es"", ""classification"": ""full_language"", ""canonical"": ""es"", ""name"": ""Spanish""}, {""input"": ""pt"", ""classification"": ""full_language"", ""canonical"": ""pt"", ""name"": ""Portuguese""}]","{""ca"": 1, ""de"": 1, ""fr"": 2, ""la"": 1}",fr,mendiant,noun,49699,mendicante,,,de,Answald,name,360413,Osvaldo,,,ca,dau,noun,21376,dado,,
"it,pt",5,multiple_languages,,,false,,,,,[],"[{""input"": ""it"", ""classification"": ""full_language"", ""canonical"": ""it"", ""name"": ""Italian""}, {""input"": ""pt"", ""classification"": ""full_language"", ""canonical"": ""pt"", ""name"": ""Portuguese""}]","{""en"": 1, ""fr"": 4}",fr,nom,noun,996,nome,,,fr,tente,noun,7184,tenda,,,fr,légume,noun,38112,legume,,
kde,5,full_language,,kde,false,Makonde,,,,[],[],"{""en"": 1, ""fi"": 1, ""id"": 1, ""it"": 1, ""pt"": 1}",it,cicungugna,noun,621772,chikungunya,,,en,chikungunya,noun,446242,chikungunya,,,pt,chicungunha,noun,111328,chikungunya,,
ksh,5,etymology_only,external,ksh,false,Kölsch,gmw-cfr,gmw-cfr,Central Franconian,"[""ksh"", ""gmw-cfr""]",[],"{""de"": 3, ""nl"": 2}",de,Fotze,noun,19688,Fott,,,de,alaaf,intj,82233,ellef,,,de,Halve Hahn,noun,149682,halve Hahn,,
kut,5,full_language,,kut,false,Ktunaxa,,,,[],[],"{""en"": 5}",en,Aq'am,name,322116,ʔaq̓am,,,en,ʔakisq̓nuk,noun,1454182,ʔakisq̓nuk,,,en,ʔaq'am,noun,1454212,ʔaq̓am,,
"la-ecc,la-lat",5,multiple_languages,,,false,,,,,[],"[{""input"": ""la-ecc"", ""name"": ""Ecclesiastical Latin"", ""parent"": ""la"", ""root"": ""la"", ""chain"": [""la-ecc"", ""la""], ""section"": ""Latin"", ""classification"": ""etymology_only"", ""routing_classification"": ""supported"", ""canonical"": ""la-ecc""}, {""input"": ""la-lat"", ""name"": ""Late Latin"", ""parent"": ""la"", ""root"": ""la"", ""chain"": [""la-lat"", ""la""], ""section"": ""Latin"", ""classification"": ""etymology_only"", ""routing_classification"": ""supported"", ""canonical"": ""la-lat""}]","{""ca"": 3, ""pt"": 2}",pt,batismo,noun,22870,baptismus,,,pt,ermida,noun,62273,erēmīta,,,ca,encarnar,verb,26179,incarnō,incarnāre,
llx,5,full_language,,llx,false,Lauan,,,,[],[],"{""en"": 4, ""id"": 1}",en,same,adj,2449,dama,,,id,sama,adj,152,dama,,,,,,,,,
lus,5,full_language,,lus,false,Mizo,,,,[],[],"{""en"": 5}",en,Mizoram,name,432009,Mizoram,,,en,Mizoram,name,432009,mizo,,,en,Mizoram,name,432009,ram,,
mid,5,full_language,,mid,false,Mandaic,,,,[],[],"{""en"": 2, ""nl"": 3}",en,Mandaean,adj,609440,ࡌࡀࡍࡃࡀࡉࡉࡀ,,,nl,mandeeër,noun,122739,ࡌࡀࡍࡃࡀ,,,nl,mandeïsme,noun,129750,ࡌࡀࡍࡃࡀ,,
"ms, id",5,multiple_languages,,,false,,,,,[],"[{""input"": ""ms"", ""classification"": ""full_language"", ""canonical"": ""ms"", ""name"": ""Malay""}, {""input"": ""id"", ""classification"": ""full_language"", ""canonical"": ""id"", ""name"": ""Indonesian""}]","{""en"": 5}",en,same,adj,2449,sama,,,en,-ant,suffix,165143,-an,,,,,,,,,
myn,5,family,,myn,false,Mayan,,,,[],[],"{""es"": 5}",es,chute,noun,81652,shute,,,es,shute,noun,155771,shute,,,es,sucte,noun,384923,shute,,
nan-zha,5,etymology_only,external,nan-zha,false,Zhangzhou Hokkien,nan-hbl,nan-hbl,Hokkien,"[""nan-zha"", ""nan-hbl""]",[],"{""id"": 5}",id,hio,noun,23555,香,,,id,cepek,num,24011,一百,,,id,nopek,num,27064,兩百,,
"nb, nn",5,multiple_languages,,,false,,,,,[],"[{""input"": ""nb"", ""classification"": ""full_language"", ""canonical"": ""nb"", ""name"": ""Norwegian Bokmål""}, {""input"": ""nn"", ""classification"": ""full_language"", ""canonical"": ""nn"", ""name"": ""Norwegian Nynorsk""}]","{""de"": 1, ""en"": 4}",de,Schwert,noun,14655,sverd,,,en,guest,noun,55060,gjest,,,en,weapon,noun,59478,våpen,,
"nds,nl",5,multiple_languages,,,false,,,,,[],"[{""input"": ""nds"", ""classification"": ""full_language"", ""canonical"": ""nds"", ""name"": ""Low German""}, {""input"": ""nl"", ""classification"": ""full_language"", ""canonical"": ""nl"", ""name"": ""Dutch""}]","{""en"": 5}",en,after,adv,1074,achter,,,,,,,,,,,,,,,,
om,5,full_language,,om,false,Oromo,,,,[],[],"{""en"": 4, ""fi"": 1}",en,Oromo,noun,433595,Oromoo,,,en,guereza,noun,731741,gureezaa,,,en,Shashamane,name,1397111,Shashamannee,,
pfl,5,etymology_only,external,pfl,false,Palatine German,gmw-rfr,gmw-rfr,Rhine Franconian,"[""pfl"", ""gmw-rfr""]",[],"{""de"": 1, ""en"": 2, ""nl"": 2}",de,Hermersberg,name,143978,Hermerschberch,,,en,Pennsylvania Dutch,noun,122807,Deitsch,,,nl,worst,noun,15397,Wurst,,
pon,5,full_language,,pon,false,Pohnpeian,,,,[],[],"{""en"": 5}",en,Pohnpei,name,544112,Pohnpei,,,en,Pohnpei,name,544112,pohn,,,en,Pohnpei,name,544112,pehi,,
prs,5,etymology_only,external,prs,false,Dari,fa,fa,Persian,"[""prs"", ""fa""]",[],"{""en"": 5}",en,Safed Koh,name,488571,سفیدکوه,,,en,Uruzgan,name,521631,اروزگان,,,en,Nuristan,name,534567,نُورِسْتَان,,
pse,5,full_language,,pse,false,Central Malay,,,,[],[],"{""id"": 5}",id,juga,adv,54,juge,,,id,segala,pron,922,gale,,,id,kiai,noun,8855,yai,,
"pt,it",5,multiple_languages,,,false,,,,,[],"[{""input"": ""pt"", ""classification"": ""full_language"", ""canonical"": ""pt"", ""name"": ""Portuguese""}, {""input"": ""it"", ""classification"": ""full_language"", ""canonical"": ""it"", ""name"": ""Italian""}]","{""ca"": 1, ""en"": 1, ""es"": 2, ""fr"": 1}",fr,mégère,noun,72385,megera,,,es,impresionante,adj,9430,impressionante,,,es,conquista,noun,12500,conquista,,
qwc,5,full_language,,qwc,false,Classical Quechua,,,,[],[],"{""ca"": 1, ""en"": 3, ""es"": 1}",es,cóndor,noun,40455,kuntur,,,en,Lima,name,216264,Limaq,,,en,Inca,noun,317301,inka,,
scg,5,full_language,,scg,false,Sanggau,,,,[],[],"{""id"": 5}",id,Pontianak,name,8428,pontianak,,,id,Pontianak,name,8428,ponti,,,id,Pontianak,name,8428,anak,,
sje,5,full_language,,sje,false,Pite Sami,,,,[],[],"{""fi"": 4, ""sv"": 1}",sv,Arjeplog,name,38058,Árjepluovve,,,fi,ilo,noun,4543,âllo,,,fi,vaadin,noun,12189,vaatjam,,
"sk,sl",5,multiple_languages,,,false,,,,,[],"[{""input"": ""sk"", ""classification"": ""full_language"", ""canonical"": ""sk"", ""name"": ""Slovak""}, {""input"": ""sl"", ""classification"": ""full_language"", ""canonical"": ""sl"", ""name"": ""Slovene""}]","{""en"": 5}",en,work,noun,1577,vrša,,,en,tree,noun,30627,drevo,,,en,shell,noun,77743,skala,,
swi,5,full_language,,swi,false,Sui,,,,[],[],"{""en"": 3, ""vi"": 2}",en,Sui,noun,314792,Suic,,,vi,đập,verb,14432,tjap⁸,,,vi,mền,noun,28706,myeenz,,
tdd,5,full_language,,tdd,false,Tai Nüa,,,,[],[],"{""en"": 3, ""vi"": 2}",en,mong,noun,320621,ᥛᥫᥒᥰ,,,en,muang,noun,466833,ᥛᥫᥒᥰ,,,en,mueang,noun,523195,ᥛᥫᥒᥰ,,
tfn,5,full_language,,tfn,false,Dena'ina,,,,[],[],"{""en"": 4, ""ru"": 1}",en,Kenai,name,391827,kena,,,en,Ninilchik,name,631968,niqnilchint,,,en,Dena'ina,noun,705025,Denaʼina,,
thp,5,full_language,,thp,false,Thompson,,,,[],[],"{""en"": 5}",en,Nłeʔkepmxcín,name,1459580,nłeʔkepmxcín,,,en,Nłeʔkepmx,noun,1459581,nłeʔkepmx,,,en,Nlaka'pamux,noun,1459582,nłeʔkepmx,,
tlh,5,full_language,,tlh,false,Klingon,,,,[],[],"{""en"": 3, ""es"": 2}",es,klingon,adj,92716,tlhIngan,,,en,Klingon,noun,335239,tlhIngan,,,en,bat'leth,noun,595601,betleH,,
tmr,5,etymology_only,external,tmr,false,Jewish Babylonian Aramaic,arc,arc,Aramaic,"[""tmr"", ""arc""]",[],"{""en"": 1, ""la"": 2, ""ru"": 1, ""uk"": 1}",en,kiddushin,noun,608419,קידושין,,,ru,бадья,noun,145825,בָּטִיתָא,,,uk,баддя,noun,48621,בָּטִיתָא,,
tpw-lga,5,etymology_only,external,tpw-lga,false,Língua Geral Amazônica,tpw,tpw,Old Tupi,"[""tpw-lga"", ""tpw""]",[],"{""pt"": 5}",pt,Paraná,name,6844,paranã,paraná,,pt,Amapá,name,24849,amapá,,,pt,arapuca,noun,80177,gûyrapuka,,
tvl,5,full_language,,tvl,false,Tuvaluan,,,,[],[],"{""en"": 4, ""fi"": 1}",en,Tuvalu,name,427577,Tuuvalu,,,en,popolo,noun,462660,'opolo,,,en,Nanumea,name,1137668,Nanumea,,
"wa,fr",5,multiple_languages,,,false,,,,,[],"[{""input"": ""wa"", ""classification"": ""full_language"", ""canonical"": ""wa"", ""name"": ""Walloon""}, {""input"": ""fr"", ""classification"": ""full_language"", ""canonical"": ""fr"", ""name"": ""French""}]","{""it"": 5}",it,presso,adv,1433,près,,,,,,,,,,,,,,,,
wal,5,full_language,,wal,false,Wolaytta,,,,[],[],"{""en"": 5}",en,Wolayttattuwa,name,1409747,Wolayttattuwa,,,en,Wolayttatto Doonaa,name,1409748,Wolayttattuwa,,,en,Wolaytatuwa,name,1409749,Wolayttattuwa,,
xct,5,full_language,,xct,false,Classical Tibetan,,,,[],[],"{""fr"": 1, ""ru"": 4}",fr,zébu,noun,95787,མཛོ་པོ,,,ru,Цыренов,name,208622,ཚེ་རིང,,,ru,Ринчино,name,217969,རིན་ཆེན,,
xh-bha,5,etymology_only,external,xh-bha,false,Bhaca,xh,xh,Xhosa,"[""xh-bha"", ""xh""]",[],"{""en"": 5}",en,Bhaca,name,1454907,amaBhaca,,,en,IsiBhaca,name,1454909,isiBhaca,,,en,iBhaca,noun,1454910,iBhaca,,
+bor+,4,template_marker,,,false,,,,,[],[],"{""it"": 4}",it,antichità,noun,28123,it,,,it,antichità,noun,28123,la,,,it,antichità,noun,28123,antiquitas,,
+syncopic form,4,template_marker,,,false,,,,,[],[],"{""it"": 2, ""pl"": 2}",it,condurre,verb,11767,it,,,it,edurre,verb,411595,it,,,pl,człek,noun,34433,pl,,
EL.,4,etymology_only,supported,la-ecc,true,Ecclesiastical Latin,la,la,Latin,"[""la-ecc"", ""la""]",[],"{""ca"": 3, ""fr"": 1}",fr,archiépiscopat,noun,353975,archiepiscopātus,,,ca,reliquiari,noun,40292,reliquiarium,,,ca,abreviador,adj,120690,abbreviātor,,
