raw_code,link_count,registry_classification,routing_classification,canonical_code,is_core_alias,canonical_name,parent_code,root_code,wiktionary_section,parent_chain_json,components_json,source_language_counts_json,example_1_source_lang,example_1_source_word,example_1_source_pos,example_1_source_id,example_1_target_word,example_1_target_label,example_1_anchor,example_2_source_lang,example_2_source_word,example_2_source_pos,example_2_source_id,example_2_target_word,example_2_target_label,example_2_anchor,example_3_source_lang,example_3_source_word,example_3_source_pos,example_3_source_id,example_3_target_word,example_3_target_label,example_3_anchor
fi,238236,full_language,,fi,false,Finnish,,,,[],[],"{""ca"": 2, ""cs"": 3, ""da"": 11, ""de"": 17, ""el"": 2, ""en"": 259, ""eo"": 5, ""es"": 2, ""fi"": 237427, ""fr"": 4, ""gl"": 1, ""hu"": 211, ""id"": 2, ""it"": 6, ""la"": 4, ""nb"": 111, ""nl"": 7, ""pl"": 12, ""pt"": 3, ""ro"": 1, ""ru"": 47, ""sv"": 91, ""tr"": 6, ""uk"": 1, ""vi"": 1}",fr,ménager la chèvre et le chou,verb,43015,pukki kaalimaan vartijana,,,fr,yogourt,noun,70621,jogurtti,,,fr,Tampere,name,101083,Tampere,,
en,220174,full_language,,en,false,English,,,,[],[],"{""ca"": 486, ""cs"": 205, ""da"": 1627, ""de"": 4680, ""el"": 431, ""en"": 177208, ""eo"": 1181, ""es"": 2047, ""fi"": 11158, ""fr"": 2365, ""gl"": 292, ""hu"": 715, ""id"": 1824, ""it"": 1548, ""la"": 581, ""nb"": 1327, ""nl"": 3351, ""pl"": 1527, ""pt"": 778, ""ro"": 1287, ""ru"": 2152, ""sv"": 2151, ""tr"": 485, ""uk"": 233, ""vi"": 535}",fr,sur,adj,93,sour,,,fr,avoir,verb,376,aver,,,fr,peu,adv,434,few,,
la,138478,full_language,,la,false,Latin,,,,[],[],"{""ca"": 9210, ""cs"": 634, ""da"": 1891, ""de"": 3750, ""el"": 412, ""en"": 34896, ""eo"": 1641, ""es"": 10243, ""fi"": 2672, ""fr"": 12020, ""gl"": 4943, ""hu"": 1756, ""id"": 3033, ""it"": 16262, ""la"": 7036, ""nb"": 2180, ""nl"": 3906, ""pl"": 1750, ""pt"": 8045, ""ro"": 7148, ""ru"": 1891, ""sv"": 1695, ""tr"": 407, ""uk"": 959, ""vi"": 98}",fr,la,article,3,illam,,,fr,le,article,6,illum,,,fr,et,conj,10,et,,
hu,135449,full_language,,hu,false,Hungarian,,,,[],[],"{""ca"": 2, ""cs"": 27, ""da"": 6, ""de"": 65, ""el"": 3, ""en"": 300, ""eo"": 18, ""es"": 5, ""fi"": 193, ""fr"": 9, ""hu"": 130775, ""id"": 4, ""it"": 10, ""la"": 10, ""nb"": 12, ""nl"": 12, ""pl"": 83, ""pt"": 12, ""ro"": 3791, ""ru"": 25, ""sv"": 16, ""tr"": 44, ""uk"": 27}",fr,coche,noun,46514,kocsi,,,fr,paprika,noun,61784,paprika,,,fr,Tass,name,66774,Tass,,
fr,131661,full_language,,fr,false,French,,,,[],[],"{""ca"": 1686, ""cs"": 222, ""da"": 1172, ""de"": 2521, ""el"": 640, ""en"": 15339, ""eo"": 1557, ""es"": 1639, ""fi"": 1931, ""fr"": 53209, ""gl"": 447, ""hu"": 727, ""id"": 1774, ""it"": 2954, ""la"": 75, ""nb"": 1313, ""nl"": 3181, ""pl"": 1793, ""pt"": 1652, ""ro"": 30068, ""ru"": 1798, ""sv"": 1651, ""tr"": 2746, ""uk"": 547, ""vi"": 1019}",fr,que,pron,39,quoi,,,fr,sur,prep,92,super,,,fr,sur-,prefix,94,super-,,
de,128958,full_language,,de,false,German,,,,[],[],"{""ca"": 82, ""cs"": 544, ""da"": 2683, ""de"": 92676, ""el"": 63, ""en"": 13159, ""eo"": 1001, ""es"": 191, ""fi"": 1299, ""fr"": 560, ""gl"": 63, ""hu"": 1931, ""id"": 231, ""it"": 312, ""la"": 153, ""nb"": 1810, ""nl"": 2991, ""pl"": 1707, ""pt"": 125, ""ro"": 1848, ""ru"": 1419, ""sv"": 3523, ""tr"": 49, ""uk"": 496, ""vi"": 42}",fr,on,pron,105,man,,,fr,ça va,intj,503,wie geht es,wie geht es?,,fr,comment ça va,phrase,1160,wie geht's,wie geht es?,
sv,83685,full_language,,sv,false,Swedish,,,,[],[],"{""ca"": 7, ""cs"": 4, ""da"": 1663, ""de"": 604, ""el"": 3, ""en"": 4429, ""eo"": 38, ""es"": 14, ""fi"": 3777, ""fr"": 31, ""gl"": 6, ""hu"": 8, ""id"": 8, ""it"": 19, ""la"": 34, ""nb"": 1416, ""nl"": 218, ""pl"": 31, ""pt"": 12, ""ro"": 3, ""ru"": 41, ""sv"": 71307, ""tr"": 2, ""uk"": 8, ""vi"": 2}",fr,barre,noun,8604,bärling,,,fr,vague,noun,10976,våg,,,fr,cloche,noun,20707,klocka,,
ru,81045,full_language,,ru,false,Russian,,,,[],[],"{""ca"": 37, ""cs"": 307, ""da"": 25, ""de"": 238, ""el"": 29, ""en"": 2766, ""eo"": 612, ""es"": 41, ""fi"": 1008, ""fr"": 194, ""gl"": 4, ""hu"": 132, ""id"": 30, ""it"": 121, ""la"": 218, ""nb"": 53, ""nl"": 83, ""pl"": 837, ""pt"": 42, ""ro"": 1135, ""ru"": 65347, ""sv"": 86, ""tr"": 78, ""uk"": 7583, ""vi"": 39}",fr,nom,noun,996,и́мя,,,fr,grand de ce monde,noun,1112,вели́кие ми́ра сего́,,,fr,Amour,name,1982,Аму́р,,
nl,77460,full_language,,nl,false,Dutch,,,,[],[],"{""ca"": 20, ""cs"": 18, ""da"": 686, ""de"": 3105, ""el"": 3, ""en"": 8008, ""eo"": 98, ""es"": 64, ""fi"": 99, ""fr"": 364, ""gl"": 18, ""hu"": 12, ""id"": 5949, ""it"": 81, ""la"": 40, ""nb"": 526, ""nl"": 56947, ""pl"": 68, ""pt"": 49, ""ro"": 13, ""ru"": 229, ""sv"": 995, ""tr"": 10, ""uk"": 51, ""vi"": 7}",fr,on,pron,105,men,,,fr,toujours,adv,486,altijd,,,fr,être de la partie,verb,965,van de partij zijn,,
ro,67563,full_language,,ro,false,Romanian,,,,[],[],"{""ca"": 50, ""cs"": 12, ""da"": 2, ""de"": 14, ""el"": 13, ""en"": 2025, ""eo"": 74, ""es"": 212, ""fi"": 10, ""fr"": 156, ""gl"": 34, ""hu"": 78, ""id"": 2, ""it"": 240, ""la"": 10, ""nb"": 16, ""nl"": 2, ""pl"": 29, ""pt"": 150, ""ro"": 64351, ""ru"": 29, ""sv"": 3, ""tr"": 8, ""uk"": 40, ""vi"": 3}",fr,tout,adv,195,tot,,,fr,être,verb,218,fi,,,fr,du tout,adv,236,de tot,,
it,60479,full_language,,it,false,Italian,,,,[],[],"{""ca"": 630, ""cs"": 81, ""da"": 171, ""de"": 649, ""el"": 446, ""en"": 5731, ""eo"": 1076, ""es"": 1200, ""fi"": 473, ""fr"": 1964, ""gl"": 237, ""hu"": 268, ""id"": 298, ""it"": 42150, ""la"": 67, ""nb"": 287, ""nl"": 377, ""pl"": 369, ""pt"": 999, ""ro"": 1986, ""ru"": 310, ""sv"": 238, ""tr"": 295, ""uk"": 114, ""vi"": 63}",fr,et,conj,10,e,,,fr,en,pron,25,ne,,,fr,tu,pron,165,tu,,
grc,56053,full_language,,grc,false,Ancient Greek,,,,[],[],"{""ca"": 1315, ""cs"": 333, ""da"": 953, ""de"": 1329, ""el"": 7401, ""en"": 15995, ""eo"": 565, ""es"": 2504, ""fi"": 1238, ""fr"": 2967, ""gl"": 664, ""hu"": 738, ""id"": 1088, ""it"": 3772, ""la"": 5646, ""nb"": 912, ""nl"": 1297, ""pl"": 1256, ""pt"": 2029, ""ro"": 854, ""ru"": 1265, ""sv"": 639, ""tr"": 490, ""uk"": 781, ""vi"": 22}",fr,a-,prefix,44,ἀ-,,,fr,-on,suffix,108,-ον,,,fr,nous,noun,201,νοῦς,,
enm,29965,full_language,,enm,false,Middle English,,,,[],[],"{""ca"": 6, ""cs"": 1, ""da"": 6, ""de"": 75, ""el"": 2, ""en"": 29372, ""eo"": 1, ""es"": 12, ""fi"": 2, ""fr"": 48, ""gl"": 10, ""id"": 186, ""it"": 8, ""la"": 23, ""nb"": 18, ""nl"": 72, ""pl"": 71, ""pt"": 13, ""ru"": 6, ""sv"": 22, ""tr"": 6, ""uk"": 5}",fr,parlement,noun,5746,parlement,,,fr,développer,verb,7719,wlappen,,,fr,développer,verb,7719,wrappen,,
da,24771,full_language,,da,false,Danish,,,,[],[],"{""ca"": 3, ""cs"": 2, ""da"": 16521, ""de"": 690, ""en"": 3269, ""eo"": 20, ""es"": 7, ""fi"": 50, ""fr"": 39, ""gl"": 2, ""hu"": 3, ""id"": 13, ""it"": 8, ""la"": 15, ""nb"": 1901, ""nl"": 244, ""pl"": 13, ""pt"": 8, ""ro"": 2, ""ru"": 19, ""sv"": 1937, ""tr"": 1, ""uk"": 3, ""vi"": 1}",fr,toujours,adv,486,altid,,,fr,blanc,adj,2851,blank,,,fr,entre quatre yeux,adv,3728,under fire øjne,,
pl,24216,full_language,,pl,false,Polish,,,,[],[],"{""ca"": 6, ""cs"": 508, ""da"": 15, ""de"": 217, ""el"": 6, ""en"": 2192, ""eo"": 528, ""es"": 10, ""fi"": 25, ""fr"": 61, ""gl"": 3, ""hu"": 74, ""id"": 2, ""it"": 20, ""la"": 47, ""nb"": 39, ""nl"": 29, ""pl"": 12744, ""pt"": 8, ""ro"": 258, ""ru"": 1094, ""sv"": 19, ""tr"": 6, ""uk"": 6304, ""vi"": 1}",fr,de bonne maison,adj,2057,z dobrego domu,,,fr,à grands pas,adv,2419,wielkimi krokami,,,fr,donner l'exemple,verb,3156,dać przykład,,
id,23469,full_language,,id,false,Indonesian,,,,[],[],"{""ca"": 1, ""da"": 1, ""de"": 3, ""en"": 205, ""eo"": 1, ""es"": 4, ""fi"": 5, ""fr"": 5, ""id"": 23191, ""it"": 3, ""nb"": 1, ""nl"": 34, ""pl"": 1, ""pt"": 3, ""ro"": 1, ""ru"": 3, ""sv"": 1, ""uk"": 1, ""vi"": 5}",fr,entre quatre yeux,adv,3728,empat mata,,,fr,Fougères,name,44571,Sepaku,,,fr,kaki-lima,noun,59666,kaki-lima,,
es,23149,full_language,,es,false,Spanish,,,,[],[],"{""ca"": 1436, ""cs"": 41, ""da"": 54, ""de"": 206, ""el"": 51, ""en"": 5788, ""eo"": 403, ""es"": 7356, ""fi"": 272, ""fr"": 956, ""gl"": 1816, ""hu"": 44, ""id"": 128, ""it"": 993, ""la"": 35, ""nb"": 107, ""nl"": 224, ""pl"": 146, ""pt"": 2419, ""ro"": 345, ""ru"": 131, ""sv"": 102, ""tr"": 52, ""uk"": 23, ""vi"": 21}",fr,et,conj,10,e,,,fr,-et,suffix,11,-ito,,,fr,tout,adv,195,todo,,
ca,21783,full_language,,ca,false,Catalan,,,,[],[],"{""ca"": 19228, ""da"": 5, ""de"": 7, ""el"": 5, ""en"": 340, ""eo"": 39, ""es"": 819, ""fi"": 4, ""fr"": 375, ""gl"": 221, ""hu"": 3, ""id"": 5, ""it"": 211, ""la"": 4, ""nb"": 8, ""nl"": 10, ""pl"": 3, ""pt"": 399, ""ro"": 85, ""ru"": 3, ""sv"": 5, ""tr"": 1, ""uk"": 2, ""vi"": 1}",fr,et,conj,10,i,,,fr,en,pron,25,en,,,fr,on,pron,105,hom,,
fro,20199,full_language,,fro,false,Old French,,,,[],[],"{""ca"": 164, ""cs"": 26, ""da"": 116, ""de"": 302, ""el"": 6, ""en"": 9867, ""eo"": 20, ""es"": 271, ""fi"": 52, ""fr"": 5854, ""gl"": 343, ""hu"": 50, ""id"": 721, ""it"": 482, ""la"": 56, ""nb"": 154, ""nl"": 957, ""pl"": 232, ""pt"": 243, ""ro"": 72, ""ru"": 39, ""sv"": 116, ""tr"": 33, ""uk"": 23}",fr,la,article,3,la,,,fr,le,article,6,le,,,fr,et,conj,10,et,,
ang,18816,full_language,,ang,false,Old English,,,,[],[],"{""ca"": 13, ""cs"": 5, ""da"": 181, ""de"": 447, ""el"": 6, ""en"": 16770, ""eo"": 9, ""es"": 56, ""fi"": 35, ""fr"": 268, ""gl"": 24, ""hu"": 2, ""id"": 53, ""it"": 34, ""la"": 286, ""nb"": 71, ""nl"": 256, ""pl"": 32, ""pt"": 32, ""ro"": 2, ""ru"": 31, ""sv"": 195, ""tr"": 6, ""uk"": 2}",fr,est,adj,20,ēast,,,fr,sur,prep,92,ofer,,,fr,on,pron,105,man,,
pt,18002,full_language,,pt,false,Portuguese,,,,[],[],"{""ca"": 274, ""cs"": 27, ""da"": 21, ""de"": 70, ""el"": 15, ""en"": 1355, ""eo"": 147, ""es"": 1583, ""fi"": 62, ""fr"": 431, ""gl"": 1937, ""hu"": 15, ""id"": 233, ""it"": 505, ""la"": 10, ""nb"": 67, ""nl"": 104, ""pl"": 48, ""pt"": 10798, ""ro"": 132, ""ru"": 39, ""sv"": 27, ""tr"": 15, ""uk"": 17, ""vi"": 70}",fr,et,conj,10,e,,,fr,du,contraction,58,do,,,fr,tout,adv,195,todo,,
vi,17547,full_language,,vi,false,Vietnamese,,,,[],[],"{""ca"": 1, ""da"": 1, ""de"": 7, ""en"": 235, ""eo"": 4, ""es"": 2, ""fi"": 2, ""fr"": 44, ""gl"": 1, ""hu"": 2, ""id"": 21, ""it"": 2, ""la"": 1, ""nb"": 1, ""nl"": 2, ""pl"": 1, ""pt"": 1, ""ru"": 6, ""sv"": 1, ""tr"": 2, ""uk"": 1, ""vi"": 17209}",fr,Le,name,9,Lê,,,fr,Vu,name,753,Vũ,,,fr,Do,name,11061,Đỗ,,
nb,17039,full_language,,nb,false,Norwegian Bokmål,,,,[],[],"{""da"": 268, ""de"": 75, ""en"": 569, ""eo"": 3, ""es"": 2, ""fi"": 4, ""id"": 1, ""la"": 5, ""nb"": 15613, ""nl"": 28, ""pl"": 1, ""ro"": 1, ""ru"": 3, ""sv"": 465, ""tr"": 1}",de,Teil,noun,833,del,,,de,Sohn,noun,1845,sønn,,,de,helfen,verb,2017,hjelpe,,
tr,16170,full_language,,tr,false,Turkish,,,,[],[],"{""ca"": 6, ""cs"": 3, ""da"": 10, ""de"": 38, ""el"": 46, ""en"": 459, ""eo"": 13, ""es"": 26, ""fi"": 24, ""fr"": 41, ""gl"": 1, ""hu"": 107, ""id"": 16, ""it"": 25, ""la"": 10, ""nb"": 9, ""nl"": 19, ""pl"": 36, ""pt"": 22, ""ro"": 666, ""ru"": 111, ""sv"": 35, ""tr"": 14386, ""uk"": 60, ""vi"": 1}",fr,café,noun,6352,kahve,,,fr,gilet,noun,27038,yelek,,,fr,Erdogan,name,31429,Erdoğan,,
non,14871,full_language,,non,false,Old Norse,,,,[],[],"{""ca"": 16, ""cs"": 6, ""da"": 3433, ""de"": 313, ""el"": 4, ""en"": 3408, ""eo"": 25, ""es"": 39, ""fi"": 292, ""fr"": 198, ""gl"": 40, ""hu"": 11, ""id"": 24, ""it"": 29, ""la"": 129, ""nb"": 3347, ""nl"": 172, ""pl"": 35, ""pt"": 45, ""ro"": 4, ""ru"": 73, ""sv"": 3205, ""tr"": 5, ""uk"": 18}",fr,avoir,verb,376,hafa,,,fr,lieu,noun,1033,lýr,,,fr,choix,noun,1940,kjósa,,
ota,14256,full_language,,ota,false,Ottoman Turkish,,,,[],[],"{""ca"": 18, ""cs"": 15, ""da"": 8, ""de"": 30, ""el"": 366, ""en"": 385, ""eo"": 9, ""es"": 20, ""fi"": 16, ""fr"": 82, ""gl"": 1, ""hu"": 142, ""id"": 26, ""it"": 47, ""la"": 10, ""nb"": 6, ""nl"": 24, ""pl"": 68, ""pt"": 31, ""ro"": 1304, ""ru"": 105, ""sv"": 20, ""tr"": 11464, ""uk"": 59}",fr,café,noun,6352,قهوه,,,fr,musulman,noun,14064,مسلمان,,,fr,tarif,noun,16226,تعرفه,,
ar,12883,full_language,,ar,false,Arabic,,,,[],[],"{""ca"": 358, ""cs"": 42, ""da"": 62, ""de"": 180, ""el"": 132, ""en"": 2867, ""eo"": 107, ""es"": 746, ""fi"": 125, ""fr"": 530, ""gl"": 156, ""hu"": 98, ""id"": 1414, ""it"": 513, ""la"": 135, ""nb"": 84, ""nl"": 162, ""pl"": 127, ""pt"": 449, ""ro"": 307, ""ru"": 205, ""sv"": 83, ""tr"": 3944, ""uk"": 52, ""vi"": 5}",fr,fou,noun,4775,فيل,اَلْفِيل,,fr,café,noun,6352,قَهْوَة,,,fr,au revoir,intj,7159,إلى اللقاء,,
uk,12866,full_language,,uk,false,Ukrainian,,,,[],[],"{""ca"": 4, ""cs"": 75, ""da"": 1, ""de"": 28, ""el"": 2, ""en"": 1467, ""eo"": 13, ""es"": 2, ""fi"": 9, ""fr"": 30, ""hu"": 24, ""id"": 1, ""it"": 5, ""la"": 6, ""nb"": 2, ""nl"": 8, ""pl"": 504, ""pt"": 2, ""ro"": 893, ""ru"": 952, ""sv"": 6, ""tr"": 31, ""uk"": 8801}",fr,au revoir,intj,7159,до побачення,,,fr,Ukraine,name,16157,Украї́на,,,fr,élan,noun,21952,о́лень,,
dum,12428,full_language,,dum,false,Middle Dutch,,,,[],[],"{""ca"": 4, ""cs"": 3, ""da"": 35, ""de"": 299, ""el"": 1, ""en"": 1403, ""eo"": 3, ""es"": 13, ""fi"": 9, ""fr"": 192, ""gl"": 6, ""hu"": 3, ""id"": 662, ""it"": 15, ""la"": 8, ""nb"": 21, ""nl"": 9671, ""pl"": 25, ""pt"": 8, ""ro"": 1, ""ru"": 11, ""sv"": 29, ""tr"": 2, ""uk"": 3, ""vi"": 1}",fr,drôle,adj,5405,drol,,,fr,écran,noun,6920,scherm,,,fr,étape,noun,7072,stapel,,
la-lat,12298,etymology_only,supported,la-lat,false,Late Latin,la,la,Latin,"[""la-lat"", ""la""]",[],"{""ca"": 835, ""cs"": 39, ""da"": 86, ""de"": 249, ""el"": 47, ""en"": 3068, ""eo"": 75, ""es"": 1206, ""fi"": 312, ""fr"": 1377, ""gl"": 524, ""hu"": 125, ""id"": 297, ""it"": 2028, ""la"": 39, ""nb"": 78, ""nl"": 197, ""pl"": 203, ""pt"": 876, ""ro"": 402, ""ru"": 53, ""sv"": 102, ""tr"": 14, ""uk"": 64, ""vi"": 2}",fr,-et,suffix,11,-ittus,,,fr,pour,prep,60,pōr,,,fr,il,pron,62,illī,,
el,10597,full_language,,el,false,Greek,,,,[],[],"{""ca"": 8, ""cs"": 5, ""da"": 6, ""de"": 10, ""el"": 8107, ""en"": 711, ""eo"": 12, ""es"": 22, ""fi"": 17, ""fr"": 37, ""gl"": 5, ""hu"": 12, ""id"": 1, ""it"": 66, ""la"": 20, ""nb"": 14, ""nl"": 9, ""pl"": 12, ""pt"": 10, ""ro"": 1150, ""ru"": 63, ""sv"": 11, ""tr"": 258, ""uk"": 30, ""vi"": 1}",fr,de première nécessité,adj,10790,πρώτης ανάγκης,,,fr,adieu,intj,17830,αντίο,,,fr,gilet,noun,27038,γιλέκο,,
gmh,9712,full_language,,gmh,false,Middle High German,,,,[],[],"{""ca"": 7, ""cs"": 172, ""da"": 49, ""de"": 7490, ""en"": 946, ""eo"": 2, ""es"": 12, ""fi"": 48, ""fr"": 75, ""gl"": 4, ""hu"": 66, ""id"": 11, ""it"": 33, ""la"": 37, ""nb"": 37, ""nl"": 191, ""pl"": 254, ""pt"": 8, ""ro"": 17, ""ru"": 84, ""sv"": 77, ""tr"": 4, ""uk"": 88}",fr,installer,verb,10032,anstalt,,,fr,bière,noun,10807,bier,,,fr,Strasbourg,name,11006,Strāzburc,,
frm,9548,full_language,,frm,false,Middle French,,,,[],[],"{""ca"": 15, ""cs"": 8, ""da"": 15, ""de"": 100, ""el"": 1, ""en"": 4276, ""eo"": 4, ""es"": 45, ""fi"": 24, ""fr"": 3246, ""gl"": 18, ""hu"": 4, ""id"": 507, ""it"": 40, ""la"": 14, ""nb"": 44, ""nl"": 945, ""pl"": 136, ""pt"": 29, ""ro"": 9, ""ru"": 15, ""sv"": 24, ""tr"": 23, ""uk"": 6}",fr,la,article,3,la,,,fr,le,article,6,le,,,fr,et,conj,10,et,,
goh,8640,full_language,,goh,false,Old High German,,,,[],[],"{""ca"": 17, ""cs"": 61, ""da"": 90, ""de"": 5660, ""el"": 2, ""en"": 1322, ""eo"": 2, ""es"": 56, ""fi"": 136, ""fr"": 271, ""gl"": 29, ""hu"": 34, ""id"": 11, ""it"": 118, ""la"": 124, ""nb"": 62, ""nl"": 261, ""pl"": 143, ""pt"": 29, ""ro"": 16, ""ru"": 57, ""sv"": 89, ""tr"": 5, ""uk"": 45}",fr,avoir,verb,376,habēn,,,fr,trop,adv,602,dorf,,,fr,haut,adj,1775,hōh,,
be,7953,full_language,,be,false,Belarusian,,,,[],[],"{""cs"": 19, ""da"": 1, ""de"": 9, ""en"": 274, ""eo"": 4, ""es"": 1, ""fr"": 4, ""hu"": 2, ""id"": 2, ""la"": 1, ""nb"": 2, ""nl"": 4, ""pl"": 190, ""ro"": 4, ""ru"": 425, ""uk"": 7009, ""vi"": 2}",fr,Minsk,name,47365,Мінск,,,fr,Gretzky,name,79944,Грэцкі,,,fr,Kikoïne,name,152385,Кікоін,,
ms,7671,full_language,,ms,false,Malay,,,,[],[],"{""ca"": 16, ""cs"": 8, ""da"": 7, ""de"": 19, ""el"": 8, ""en"": 565, ""eo"": 15, ""es"": 33, ""fi"": 33, ""fr"": 32, ""gl"": 3, ""hu"": 12, ""id"": 6618, ""it"": 22, ""la"": 4, ""nb"": 8, ""nl"": 124, ""pl"": 12, ""pt"": 35, ""ro"": 8, ""ru"": 13, ""sv"": 14, ""tr"": 7, ""uk"": 5, ""vi"": 50}",fr,Singapour,name,24034,Singapura,,,fr,bambou,noun,39824,bambu,,,fr,ketchup,noun,40547,kicap,,
la-med,7434,etymology_only,supported,la-med,false,Medieval Latin,la,la,Latin,"[""la-med"", ""la""]",[],"{""ca"": 301, ""cs"": 55, ""da"": 146, ""de"": 296, ""el"": 22, ""en"": 2585, ""eo"": 56, ""es"": 411, ""fi"": 256, ""fr"": 739, ""gl"": 192, ""hu"": 148, ""id"": 251, ""it"": 633, ""la"": 25, ""nb"": 185, ""nl"": 224, ""pl"": 190, ""pt"": 358, ""ro"": 66, ""ru"": 62, ""sv"": 126, ""tr"": 22, ""uk"": 85}",fr,armée,noun,2803,armāta,,,fr,objet,noun,3191,obiectum,,,fr,contrôle,noun,3342,contrārotulum,,
sa,6760,full_language,,sa,false,Sanskrit,,,,[],[],"{""ca"": 23, ""cs"": 25, ""da"": 44, ""de"": 91, ""el"": 27, ""en"": 3316, ""eo"": 25, ""es"": 92, ""fi"": 76, ""fr"": 47, ""gl"": 19, ""hu"": 55, ""id"": 1462, ""it"": 61, ""la"": 704, ""nb"": 28, ""nl"": 68, ""pl"": 52, ""pt"": 88, ""ro"": 30, ""ru"": 214, ""sv"": 65, ""tr"": 39, ""uk"": 30, ""vi"": 79}",fr,nom,noun,996,नामन्,,,fr,Chine,name,4677,चीन,,,fr,yoga,noun,27860,योग,,
gml,6746,full_language,,gml,false,Middle Low German,,,,[],[],"{""cs"": 6, ""da"": 1507, ""de"": 1285, ""en"": 1219, ""es"": 5, ""fi"": 236, ""fr"": 43, ""gl"": 1, ""hu"": 5, ""id"": 8, ""it"": 6, ""la"": 5, ""nb"": 834, ""nl"": 265, ""pl"": 33, ""pt"": 3, ""ro"": 2, ""ru"": 27, ""sv"": 1241, ""uk"": 15}",fr,développer,verb,7719,wrempen,,,fr,tas,noun,9553,tas,,,fr,garantie,noun,12118,warent,,
roa-opt,6426,full_language,,roa-opt,false,Old Galician-Portuguese,,,,[],[],"{""ca"": 2, ""de"": 2, ""en"": 23, ""es"": 34, ""fr"": 4, ""gl"": 2955, ""id"": 47, ""it"": 4, ""nb"": 4, ""nl"": 4, ""pl"": 2, ""pt"": 3340, ""ro"": 3, ""tr"": 2}",fr,couper,verb,9708,golpar,,,fr,mensonge,noun,14220,mensonha,,,fr,cabas,noun,75295,cabaz,,
cs,6295,full_language,,cs,false,Czech,,,,[],[],"{""ca"": 3, ""cs"": 3315, ""da"": 11, ""de"": 193, ""el"": 7, ""en"": 783, ""eo"": 12, ""es"": 6, ""fi"": 15, ""fr"": 18, ""hu"": 69, ""id"": 8, ""it"": 9, ""la"": 24, ""nb"": 23, ""nl"": 18, ""pl"": 654, ""pt"": 3, ""ro"": 69, ""ru"": 418, ""sv"": 10, ""tr"": 4, ""uk"": 621, ""vi"": 2}",fr,sable,noun,12262,sobol,,,fr,tchèque,adj,21708,Čech,,,fr,Tchèque,noun,21720,Čech,,
is,4789,full_language,,is,false,Icelandic,,,,[],[],"{""ca"": 3, ""da"": 247, ""de"": 210, ""el"": 2, ""en"": 2997, ""eo"": 4, ""es"": 5, ""fi"": 61, ""fr"": 34, ""gl"": 4, ""hu"": 2, ""id"": 4, ""it"": 10, ""la"": 26, ""nb"": 422, ""nl"": 82, ""pl"": 1, ""pt"": 2, ""ro"": 2, ""ru"": 7, ""sv"": 660, ""tr"": 1, ""uk"": 2, ""vi"": 1}",fr,salle,noun,3265,salur,,,fr,entre quatre yeux,adv,3728,undir fjögur augu,,,fr,taper,verb,13024,tappa,,
cu,4534,full_language,,cu,false,Old Church Slavonic,,,,[],[],"{""ca"": 3, ""cs"": 27, ""da"": 1, ""de"": 17, ""el"": 5, ""en"": 156, ""es"": 4, ""fi"": 1, ""fr"": 5, ""hu"": 18, ""it"": 3, ""la"": 127, ""nb"": 4, ""nl"": 9, ""pl"": 26, ""ro"": 2654, ""ru"": 1198, ""sv"": 2, ""tr"": 2, ""uk"": 272}",fr,salon,noun,6934,село,,,fr,bulgare,noun,36747,блъгаринъ,,,fr,pope,noun,44996,попъ,,
ja,4488,full_language,,ja,false,Japanese,,,,[],[],"{""ca"": 10, ""cs"": 15, ""da"": 14, ""de"": 37, ""el"": 7, ""en"": 2684, ""eo"": 48, ""es"": 102, ""fi"": 87, ""fr"": 141, ""gl"": 5, ""hu"": 31, ""id"": 107, ""it"": 44, ""la"": 3, ""nb"": 10, ""nl"": 41, ""pl"": 33, ""pt"": 281, ""ro"": 20, ""ru"": 251, ""sv"": 18, ""tr"": 11, ""uk"": 27, ""vi"": 461}",fr,dan,noun,14366,段,,,fr,animé,noun,16382,アニメ,,,fr,tsunami,noun,37371,津波,,
gmq-osw,4184,full_language,,gmq-osw,false,Old Swedish,,,,[],[],"{""da"": 29, ""de"": 11, ""en"": 126, ""es"": 1, ""fi"": 347, ""fr"": 2, ""la"": 2, ""nb"": 29, ""nl"": 8, ""pt"": 1, ""ru"": 4, ""sv"": 3620, ""uk"": 4}",fr,aubin,noun,39733,hoppa,,,fr,turbot,noun,89324,törnbut,,,de,unmöglich,adj,5833,ōmø̄gheliker,,
fy,3699,full_language,,fy,false,West Frisian,,,,[],[],"{""da"": 21, ""de"": 186, ""en"": 2668, ""eo"": 5, ""fr"": 4, ""id"": 1, ""it"": 3, ""la"": 4, ""nb"": 16, ""nl"": 764, ""ru"": 1, ""sv"": 25, ""uk"": 1}",fr,bille,noun,39853,bikkel,,,fr,toupie,noun,61030,top,,,fr,étron,noun,77475,stront,,
gl,3690,full_language,,gl,false,Galician,,,,[],[],"{""ca"": 50, ""de"": 3, ""en"": 116, ""eo"": 1, ""es"": 428, ""fi"": 1, ""fr"": 49, ""gl"": 1814, ""it"": 36, ""la"": 3, ""nb"": 2, ""pl"": 1, ""pt"": 1171, ""ro"": 12, ""ru"": 2, ""sv"": 1}",fr,et,conj,10,e,,,fr,du,contraction,58,do,,,fr,être,verb,218,estar,,
